review,hours,votes,sentiment
⠀⠀⠀⠀⠀⠀⠀⠀⢐⣴⣿⣿⣿⣷⣶⣴⣾⣿⣿⣿⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⣀⣤⣤⣴⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣤⣤⣤⣄⠀⠀⠀⠀ ⠀⠀⠀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡀⠀⠀ ⢀⣤⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁⠈⢻⣿⣿⣿⣿⣿⣿⣿ ⢿⣿⣿⣿⣿⣿⣿⣿⡿⠻⣿⣿⣿⣿⣿⣿⣿⠟⠁⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿ ⢈⣿⣿⣿⣿⣿⣿⣯⡀⠀⠈⠻⣿⣿⣿⠟⠁⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⡁ ⣾⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀⠀⠈⠛⠁⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠀ ⠀⠀⠀⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠀⠀⠀ ⠀⠀⠀⠀⠉⠛⠛⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠛⠛⠉⠁⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠻⣿⣿⣿⠿⢿⡻⠿⣿⣿⣿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀,287.9,0,1
Fun,98.5,0,1
"I dreamt for so long . My flesh was dull gold ... and my blood, rotted. Corpse after corpse, left in my wake.",257.6,1,1
Best souls-like. Also Malenia awoke something in me that I didn't know existed.,243.2,1,1
This game doesn't make me hungry because I ate my keyboard,22.7,0,1
Fight boss for 2 hour. Cry and rethink my life choices. Kill Boss and win in turn of losing sanity. (Ranni on top),203.2,0,1
"Elden Ring is hailed as one of fromsoftware's best games, combining elements of sekiro and dark souls 3 with an open-world akin to legend of zelda breath of the wild. The daunting boss fights are balanced by the expansive open world, allowing players to level grind and find items. summoning creatures, friends, or random players is convenient, and the massive map, along with the early introduction of a mount named torrent, adds to the game's depth. Im impressed by the fantastic, beautiful, and well-running game, praising its controls, combat, rich content, and a captivating world/story. if you appreciate developers dedicating time and love to their franchises, ""Elden Ring"" is deemed worth every penny",161.7,0,1
elden moment of all time,146.8,0,1
Best game ever made.,84.4,0,1
hidden path ahead,240.2,0,1
I don't know what to do in this game but one thing for sure it a lot of fun and challenging.,114.8,1,1
The co-op mode is one of the best time i had in Souls games.,62.3,0,1
the amount of rage and fury this game has provided me makes it one of the best and most fun experiences I have ever had in gaming,110.2,0,1
peak,179.9,0,1
When the elden takes the ring or whatever never cared about the story fashion souls forever,132.8,0,1
Hard game. Very cool.,105.7,0,1
Masochists will enjoy this masterpiece.,165.4,0,1
easy...,188.7,0,1
yes,328.6,0,1
The game felt repetitive and boring. It would be nice if there was some story telling. I think this is one of those games that are over hyped. The boss fights felt lacking when it comes to mechanics because most of the time your running and poking the boss with your magic or melee weapons.,146.3,2,0
"In a sea of unfinished, boring, broken, soulless video games, Elden Ring stood out the finest when it came out. Every praise it received, every award it won, it deserved. Is it absolutely perfect and flawless? Of course not. Is it an amazing video game experience? 100%. I wish I could forget about this game so I could experience it from the beginning once again.",298.1,0,1
It's ♥♥♥♥♥♥♥ Elden Ring.,103.9,0,1
I don't know how I feel about this game,240.3,0,1
Good Game,59.7,0,1
Great,104.4,0,1
Arguably one of the best FromSoft games out there. you will 100% get your moneys worth.,108.9,0,1
good game,102.8,0,1
i like it,129.2,0,1
10/10 10/10 100/100 best game best game,125.8,0,1
"This was my first ever souls like game and i absolutely loved every minute of it. Boss fights were really unique and fun. Grinding to get all the achievements in the game was a bit grindy, but at the end of the day it was really fun. Tons of different builds you can go for and the different endings too were all good. I can't wait for the upcoming DLC for this game. If you love challenging games where dodging and attacks are crucial then Elden Ring is the game for you.",163.3,0,1
Yes this game is fun when you use a concrete brick on a handle as a weapon. It staggers harder than any weapon except sheathe move on base katana that nearly always staggers unlike the +7 with strength scaling b hammer wtf from soft?,20.5,0,1
ranni,18.4,0,1
"Great, Add Sekiro combat and it would be even better; 11/10",246.2,0,1
Best Souls-like and Action RPG out there yet.,163.4,0,1
w game,2.2,0,1
Best souls game ever,50.4,0,1
There was no hidden path......,87.3,0,1
must own game if you like souls alike game.,40.8,0,1
"The Masterpiece FromSoftware's Elden Ring, stands as a crowning achievement in the realm of action RPGs, seamlessly blending challenging gameplay, breathtaking world design, and a captivating narrative into an epic experience that will undoubtedly leave an indelible mark on the gaming landscape. At the heart of Elden Ring's allure is its masterful game design. The combat mechanics are a delicate dance of precision and timing, rewarding players for their skill and strategic prowess. Each swing of the sword, every dodge, and the unleashing of powerful magic spells feels weighty and impactful, creating an immersive combat experience that keeps you on the edge of your seat throughout your journey. The Lands Between The world of Elden Ring is a sprawling, interconnected marvel, teeming with secrets, lore, and a sense of awe-inspiring scale. From the verdant fields of the East Limgrave to the foreboding, otherworldly landscapes of the Weeping Peninsula, the attention to detail is nothing short of breathtaking. The freedom to explore this vast open-world at your own pace is both liberating and intoxicating, as you stumble upon hidden dungeons, encounter formidable foes, and uncover the rich history that permeates every inch of the Lands Between. The collaboration between Hidetaka Miyazaki and George R. R. Martin has birthed a narrative that is as compelling as it is enigmatic. The lore of Elden Ring is presented in a fragmented yet enthralling manner, leaving players hungry to piece together the mysteries of the world. The characters you encounter are memorable, each with their own stories and motivations, adding depth to the overarching narrative that propels you forward in your quest. Elden Ring is a feast for the eyes. The level of detail in the character designs, environmental textures, and the dynamic lighting system all contribute to a visual spectacle that surpasses expectations. The day-night cycle and dynamic weather seamlessly integrate into the gameplay, further immersing you in the living, breathing world of Elden Ring. Accompanying the visual spectacle is a hauntingly beautiful musical score that enhances the emotional resonance of every moment. From the melancholic melodies that underscore the desolation of certain areas to the triumphant orchestration that accompanies epic boss battles, the soundtrack elevates the entire gaming experience to new heights. In conclusion, Elden Ring is not just a game; it's an opus, a magnum opus that sets a new standard for what is possible in the realm of action RPGs. From its challenging gameplay to its breathtaking world design and captivating narrative, Elden Ring is a tour de force that will be remembered and revered for years to come. It's not merely a game you play; it's an experience you immerse yourself in, and one that will linger in your thoughts long after the credits roll.",321.2,0,1
11/10 Great game,137.1,0,1
Best game.,81.2,0,1
Real fun after you get used to it,116.4,1,1
w game,272.0,0,1
"What if Hidetaka Miyazaki and George R.R. Martin were to collaborate on a game ? After starting most other games, you would find yourself searching for the Elden Ring and may not derive as much enjoyment. 10/10",128.5,0,1
Zelda для взрослых.,78.6,1,1
Oynanışıyla ve dünyasıyla şu ana kadar bana bu derece özgür hissettiren bir oyun olmamıştı.Yaşayacağınız macera için vereceğiniz para bu dönemde hiç bir şey.Kesinlikle alınmalı bence.Son on yılın en iyi ilk 3 oyununa girer.,125.4,0,1
"You love Souls gaems, it's a no brainer You love open world gaems, it's a no brainer You love great gaems, no brainer ... it's a no brainer. Good gaem, go buy",138.6,0,1
idk how i haven't reviewed this until now this game is awesome sauce,289.5,0,1
where is the dlc :(,87.3,0,1
Easily the best single player experience I've ever played.,89.4,0,1
⠀⠀⠀⠀⠀⠀⠀⢀⠠⠤⠤⠤⠤⠤⠄⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⡠⠊⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠑⠢⢄⠀⠀⠀⠀ ⠀⠀⠀⠀⠌⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣤⣤⣤⡀⠀⠈⠑⢄⠀ ⠀⠀⣤⣿⠃⠀⠀⠀⠀⠀⠀⠀⠀⠐⣆⠘⣿⣿⣤⣀⣿⣦⠀⠀⠑⡄ ⠀⢺⠛⠀⣴⠀⣴⡀⠀⠀⠀⠀⠀⠀⠙⢆⠙⢿⣿⣿⣿⣿⠂⠀⠀⡇ ⠀⡀⠀⠀⠀⠀⠀⠐⠊⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠐⠤⠤⠂⠀⠀⠀ ⢸⣷⣷⠿⠶⠶⠶⣤⣄⡀⠀⠀⠀⢀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⠃ ⠘⣿⣿⣶⣶⣦⡆⠀⠀⠈⠙⢷⣦⠀⠀⠛⠀⠀⠀⠀⠀⠀⢀⣠⠇⠀ ⠀⠹⣿⣟⠁⠀⠈⠩⠀⡀⠀⠀⢠⠀⠀⠀⣤⣠⣷⣶⣿⣷⣿⡿⠃⠀ ⠀⠀⠘⢿⣀⠀⠀⠀⢐⠀⣀⣂⣄⣴⣾⣿⣿⣿⣿⣿⣿⣿⠏⠈⣤⠀ ⠀⠀⠀⠈⠻⢿⣶⣦⣼⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⣻⣿⡼⠉⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⡿⢿⢿⣻⣟⣽⣳⡽⠓⠁⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢻⣷⣱⣶⣶⠾⡿⠛⠋⠀⠀⠀⠀⠀⠀ I like my ass getting whooped!!!,202.2,3,1
i love this game,47.1,0,1
Rlden Eing,108.9,0,1
he,7.7,0,1
good game,68.4,0,1
"Well, thou art of passing skill.",305.5,0,1
This game is fun,11.0,0,1
Die repeatedly 10/10,30.7,0,1
its like 69. ykwim,57.0,0,1
"how to make delicious Butter Chicken. ----------------------------------------------------------- Ingredients for 4 servings, 2 lb boneless, skinless chicken breast (910 g), cubed salt, to taste pepper, to taste 2 teaspoons chili powder, divided ½ teaspoon turmeric 6 tablespoons butter, divided 1 ½ cups yellow onion (225 g), diced 3 teaspoons garam masala 1 teaspoon cumin 1 teaspoon cayenne pepper 1 tablespoon ginger, grated 3 cloves garlic, minced 1 cinnamon, 3 inch (8 cm) stick 14 oz tomato sauce (395 g) 1 cup water (240 mL) 1 cup heavy cream (240 mL) rice, for serving fresh cilantro, chopped for garnish. Preparation In a large bowl, season the chicken breast with salt, pepper, 1 teaspoon of chili powder, and the teaspoon of turmeric. Let sit for 15 minutes to marinate. Melt 2 tablespoons of butter in a large pot over medium heat. Brown the chicken, then remove from the pot. Melt another 2 tablespoons of butter in the pot, then add the onion, garam masala, remaining teaspoon of chili powder, the cumin, ginger, garlic, cayenne, cinnamon, salt and pepper. Cook until fragrant. Add the tomato sauce and bring to a simmer. Add the water and cream and return to a simmer. Return the chicken to the pot, cover, and simmer for another 10-15 minutes. Stir in the last 2 tablespoons of butter and season with more salt and pepper to taste. Serve the chicken over rice and garnish with cilantro. Enjoy!",95.4,0,1
Dog ahead.,359.0,0,1
PEAK,94.5,0,1
best,126.7,0,1
Elden Ring is a game way ahead of its time i honestly dont wanna play anything else for the most part besides pokemon no i am not a virgin and i get snizz on the reg,132.0,0,1
yup this game is good,103.3,1,1
yes,33.6,0,1
"I'm also here posting my Review for stupid Autumn Sale check box. But yes, this game is a true jewel great graphics, great gameplay and if you are fan of soulslike games. Elden ring is without a doubt for you.",285.2,0,1
good game,428.2,0,1
Cain't Wait for DLC,128.2,0,1
From Software does an amazing job with their games. I like how they take risks and try to make new types of games. From Software knows what is fun to play and makes that kind of game. My hat is off to you. Elden Ring is so well made for how spread out it is. Thank you From Software. Keep up the great work.,240.1,0,1
"Elden Ring is a paradoxical masterpiece, a game that revels in its capacity to frustrate and captivate simultaneously. Its challenging landscapes and relentless difficulty might initially annoy, but they become the crucible for an addictive dance with adversity. This isn't just a game; it's a test of skill and resilience, turning setbacks into stepping stones towards mastery. The allure of Elden Ring lies not just in its infuriating charm but also in its rich lore and meticulously crafted world. Beyond the visual spectacle, it offers a journey where frustration transforms into fascination, and annoyance into admiration. To play Elden Ring is to willingly embrace the challenge, forging a unique bond between player and game in the heart of a beautifully maddening adventure.",491.1,0,1
"Best souls like game with huge map and rich with items, equipments, lores, foes, etc.",147.4,2,1
Great game to be stuck on. Especially when playing with friends.,229.6,0,1
Game good.,218.0,0,1
its not woke,126.4,0,1
"what does ""git gud"" means?",148.1,0,1
died once or twice,159.8,1,1
it's just like Dark Souls. What more can you want?,21.6,0,1
best game ever made. i hated every second of it,130.9,0,1
"Dark Souls, but ez",86.9,0,1
i love this game with seamless coop mod,136.8,0,1
"I freaking love pot! he so cool, truly best character.:)",179.1,0,1
BUSSIN,226.4,0,1
good game,96.4,0,1
good game ong,52.7,0,1
"Grit, emezing, fantastik, fabulos",182.0,0,1
There's a hole in my wall,95.5,0,1
easy,348.9,0,1
"Much like DS1, a flawed masterpiece. But still a masterpiece.",349.1,0,1
This game has a lot to offer and just play it however you want as long as you're having fun.,115.8,0,1
So far pretty addicting (I have not seen the sunlight for days on end),27.7,0,1
big sword with REALLY big enemies 10/10,273.1,1,1
"hands down a another masterpiece from From Software,, highly recommend for any soulsborne fan out there",339.7,0,1
Reviewed for stupid 2023 Autumn Sale check box. But great game 👍,224.2,1,1
I lost my mind :cry:,96.9,0,1
Such an amazing game... a few bugs but anyone that talks bad about this game is just mad because they are bad at it. Very tough and engaging but such an aesthetic and amazing experience.,305.0,0,1
Miyazaki's most ambitious masterwork! I wish I could play this game for very first time again.,119.4,0,1
w game would smash Godrick,88.3,0,1
,41.9,0,1
Enjoyed every second. Scenery is amazing. Great hidden lore.,69.2,0,1
A epic masterpiece！！！,112.4,0,1
this game is great. the combat is solid. it has a lot of cool mechanics and features. the general game play loop of exploration and enemy killing is fun. the only problem is the thing that ruins it for me. is the ♥♥♥♥♥♥♥ bosses. there just unfair i think. i mean your not aloud to complain about it because people just ♥♥♥♥♥♥♥ screech at you to get good. but it doesn't feel fair. its just this long ass memorization game of finding the one attack on a boss that's consistently punishable and baiting it over and over or summon something or someone to just make it easy as hell. whenever i try to fight a boss alone i never am able to heal or even just get attacks in . my only success with any melee build i tried was with a great hammer i was using to poise break everything. there just not fun to fight winning feels like getting lucky or cheesing and i never feel like im improving in any real way. and i proved that but doing a new melee build getting to margit and getting absolutely pummeled as soon as the summon died 4 times in a row. maybe im just bad and i was thinking that at first so kept pushing hoping that ide hit that moment that i did in ds3 where everything just clicked but it just not happening here. i cant recommend this game its a slog and it took enough of a toll on me that i quit gaming for a month. it gave me very very bad mental break downs because of how insanely difficult it was. and i didn't even see the worse bosses i quit after malikath because i couldn't get passed basic ♥♥♥♥♥♥♥ enemies in certain areas any more.,110.0,3,0
goat,175.8,0,1
very gud,60.1,0,1
Malenia steps on me and Ranni calls me her little pookie bear 10/10,139.8,0,1
yes,18.1,0,1
ver fun,54.8,0,1
Good game,355.3,0,1
"If you've never played a souls-like before, this is a good starting point.",915.7,0,1
Sire have you seen my maiden? It appears she's gone missing. O heavens pity me for I am maidenless...,128.9,0,1
"An absolute masterpiece of a game. FromSoftware infused what made Dark Souls 3 great and made it in Elden Ring with much, much more. Elden Ring is an absolutely top notch game if you're interested in a souls-like experience. The bosses are challenging and rewarding enough, the locations to explore are unique and speculator which really incentives you to explore every single area in the game to see what new things you can find. The horse and the jumping mechanic also was a fantastic addition to the game that flows incredibly well within the combat and the exploration of the overall game as well.",92.3,0,1
Masterpiece. Set designs and world building unlike any other.,95.6,0,1
Beat like a few bosses is gud ♥♥♥♥♥ too fun.,11.6,0,1
"What can I say about Elden Ring that has not already been said? best of the souls and soul-likes, a must try game for the ages. Booyah.",77.3,0,1
The joy I felt the moment I beat this game was unlike any feeling I've ever experienced. 10/10,80.0,1,1
One of the best games ive ever played! If you buy it you wont regret it! (At least until you get Murked by Scarlet Rot),390.4,0,1
"For all who know how are fromsoftware games like, this game is just what you'll think the greatest game in human history is. But for all who don`t know what a mean by that, this game has the following: Combat mechanics are great, exploration is 100% actual exploration (what a mean by that is that there isn`t a big maker on screen telling you exactly what you need to you as if your retarded.), it`s challenging and makes you really proud of that achivements you make along the way because it`s a hard game, PvE and PvP are just great, really deep and complex lore (which is really hard to new comers notice that`s there is an lore in the game), and thank God there are no microtransactions in this game. No wonder why it won Game of The Year.",482.9,0,1
"hit thing with stick, good",43.3,0,1
Dark souls in an open world. If that interests you then im sure you already own this.,180.8,0,1
Could this be dog?,297.1,0,1
Game fails to let me play. It fails to launch when it talks to drm services that do not respond. Do not buy this game now as they turned off the remote servers that allow you to play. I want to play offline but my money is lost,72.2,0,0
im gonna lose several months of my life playin this game,23.6,0,1
The difficulty is refreshing and offers a smooth change of pace from other open world fantasy RPGs.,183.0,0,1
IF U PLAY THIS GAME YOU WILL GET PTSD. DO NOT RECCOMENT. unlesss.....,76.7,0,1
if you want cancer but enjoyment. this is the game for you,54.1,0,1
"I've played this game so many times to the point my friends make fun of me, and honestly i don't care. Finger in butthole!!!!!!!!!!!",575.5,0,1
